Name,AbelHashPower,AbelHash (Mh/s),Autolykos2+PyrinHash-2 (Gh/s),Autolykos2+PyrinHashPower (Watt),Autolykos2+PyrinHash (Mh/s),Autolykos2+SHA512256d-2 (Mh/s),Autolykos2+SHA512256dPower (Watt),Autolykos2+SHA512256d (Mh/s),Autolykos2Power (Watt),Autolykos2 (Mh/s),BEAMPower (Watt),BEAM (Sol/s),CryptoNightGPUPower (Watt),CryptoNightGPU (H/s),Cuckatoo31Power (Watt),Cuckatoo31 (Gp/s),Cuckatoo32Power (Watt),Cuckatoo32 (Gp/s),CuckooCortexPower (Watt),CuckooCortex (Gp/s),CuckoocyclePower (Watt),Cuckoocycle (Gp/s),CurvehashPower (Watt),Curvehash (Mh/s),DynexSolvePower (Watt),DynexSolve (H/s),Etchash+SHA512256d-2 (Mh/s),Etchash+SHA512256dPower (Watt),Etchash+SHA512256d (Mh/s),EtchashPower (Watt),Etchash (Mh/s),Ethash+Kawpow-2 (Mh/s),Ethash+KawpowPower (Watt),Ethash+Kawpow (Mh/s),EthashPower (Watt),Ethash (Mh/s),EvrProgPowPower (Watt),EvrProgPow (Mh/s),FiroPowPower (Watt),FiroPow (Mh/s),FishHash+PyrinHash-2 (Gh/s),FishHash+PyrinHashPower (Watt),FishHash+PyrinHash (Mh/s),FishHashPower (Watt),FishHash (Mh/s),GhostriderPower (Watt),Ghostrider (H/s),HooHashPower (Watt),HooHash (Mh/s),KawpowPower (Watt),Kawpow (Mh/s),MeowPoWPower (Watt),MeowPoW (Mh/s),MerakiPower (Watt),Meraki (Mh/s),NexapowPower (Watt),Nexapow (Mh/s),Octopus+PyrinHash-2 (Gh/s),Octopus+PyrinHashPower (Watt),Octopus+PyrinHash (Mh/s),Octopus+SHA512256d-2 (Mh/s),Octopus+SHA512256dPower (Watt),Octopus+SHA512256d (Mh/s),OctopusPower (Watt),Octopus (Mh/s),ProgPowZPower (Watt),ProgPowZ (Mh/s),PyrinHashPower (Watt),PyrinHash (Gh/s),SHA512256dPower (Watt),SHA512256d (Mh/s),SkydogePower (Watt),Skydoge (Mh/s),VerthashPower (Watt),Verthash (Kh/s),WarthogPower (Watt),Warthog (Mh/s),X16RTPower (Watt),X16RT (Mh/s),XelisHashv2Power (Watt),XelisHashv2 (Kh/s),ZelHashPower (Watt),ZelHash (Sol/s),ZhashPower (Watt),Zhash (Sol/s),a2000 (A2000),a380 (A380),a4000 (A4000),a5000 (A5000),a750 (A750),a770 (A770),b580 (B580),bc160 (BC160),bc250 (BC250),cmp100210 (CMP100210),cmp170 (CMP170),cmp30 (CMP30),cmp40 (CMP40),cmp50 (CMP50),cmp70 (CMP70),cmp90 (CMP90),kwh ($/kWh),p102 (P102),p104 (P104),p106 (P106),vega56 (VEGA56),vega64 (VEGA64),vii (VII),zkSNARKPower (Watt),zkSNARK (Mproof/s)
A4000,112.0,57.37,0.0,0.0,0.0,634.0,139.0,105.96,139.0,140.61,124.0,31.46,42.0,1950.0,0.0,0.0,105.0,0.45,139.0,3.82,0.0,0.0,0.0,0.0,95.0,5420.0,0.0,0.0,0.0,120.0,58.54,0.0,0.0,0.0,118.0,58.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,38.22,0.0,0.0,71.0,265.0,139.0,26.11,0.0,0.0,0.0,0.0,133.0,79.84,0.0,0.0,0.0,0.0,0.0,0.0,135.0,47.46,139.0,27.1,112.0,4.88,71.0,654.0,0.0,0.0,92.0,914.0,0.0,0.0,0.0,0.0,134.0,26.11,139.0,53.0,120.0,39.88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.0,0.0
A5000,210.0,99.67,0.0,0.0,0.0,841.02,227.0,175.29,229.0,242.07,164.0,39.77,161.0,4230.0,0.0,0.0,216.0,0.94,179.0,4.28,209.0,12.96,0.0,0.0,165.0,7780.0,590.79,226.0,92.26,213.0,99.67,0.0,0.0,0.0,210.0,99.67,0.0,0.0,219.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,42.18,0.0,0.0,0.0,0.0,186.0,102.68,0.0,0.0,0.0,319.77,212.0,78.63,229.0,84.88,199.0,34.13,0.0,0.0,121.0,929.0,0.0,0.0,159.0,1590.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,86.4,179.0,106.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.0,0.0
CMP100210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,159.3,169.0,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,7280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,57.43,0.0,0.0,107.0,288.55,164.0,37.85,196.0,48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,54.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,29.62,181.0,66.4,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,140.0,0.25
CMP170,191.0,160.18,0.0,0.0,0.0,0.0,0.0,0.0,167.0,364.8,149.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,4820.0,0.0,0.0,0.0,169.0,139.11,0.0,0.0,0.0,169.0,139.11,151.0,37.72,0.0,0.0,0.0,0.0,0.0,198.0,108.37,0.0,0.0,113.0,507.0,180.0,43.25,242.0,78.41,0.0,0.0,140.0,91.74,0.0,0.0,0.0,0.0,0.0,0.0,203.0,75.03,0.0,0.0,121.0,3.02,103.0,887.27,79.0,15.01,0.0,0.0,0.0,0.0,0.0,0.0,155.0,61.28,139.0,84.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0.0,0.0
CMP30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,60.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,2620.0,0.0,0.0,0.0,82.0,30.59,0.0,0.0,0.0,0.0,0.0,88.0,11.54,0.0,0.0,0.0,0.0,0.0,75.0,20.53,0.0,0.0,53.0,110.0,80.0,10.75,0.0,0.0,0.0,0.0,75.0,32.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,9.96,36.0,0.42,52.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,9.86,71.0,20.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1,0,0,0,0,0,0,68.0,0.14
CMP40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,84.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,3900.0,0.0,0.0,0.0,115.0,43.54,0.0,0.0,0.0,119.0,43.46,147.0,17.87,0.0,0.0,0.0,0.0,0.0,110.0,28.78,0.0,0.0,84.0,170.0,147.0,18.38,0.0,0.0,0.0,0.0,123.0,47.96,0.0,0.0,0.0,0.0,0.0,0.0,148.0,37.15,150.0,17.11,48.0,0.39,84.0,463.63,0.0,0.0,117.0,700.0,0.0,0.0,0.0,0.0,106.0,13.94,139.0,42.2,138.0,58.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1,0,0,0,0,0,0,92.0,0.18
CMP50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,110.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,5340.0,0.0,0.0,0.0,145.0,55.61,0.0,0.0,0.0,145.0,55.5,197.0,29.44,0.0,0.0,0.0,0.0,0.0,134.0,35.7,0.0,0.0,117.0,281.0,150.0,22.04,0.0,0.0,0.0,0.0,137.0,67.69,0.0,0.0,0.0,0.0,0.0,0.0,200.0,60.03,149.0,21.28,75.0,1.29,98.0,642.0,0.0,0.0,129.0,898.0,0.0,0.0,0.0,0.0,131.0,17.07,146.0,56.8,139.0,77.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1,0,0,0,0,0,0,145.0,0.32
CMP70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,166.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,80.76,0.0,0.0,0.0,199.0,80.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,52.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,55.78,0.0,0.0,0.0,0.0,0.0,0.0,142.0,29.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,24.44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0,0,0,0,128.0,0.21
CMP90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,196.51,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.53,239.0,3.56,237.0,10.27,0.0,0.0,145.0,6110.0,0.0,0.0,0.0,249.0,100.16,0.0,0.0,0.0,249.0,100.16,249.0,44.66,249.0,45.36,0.0,0.0,0.0,206.0,65.75,0.0,0.0,0.0,0.0,249.0,45.56,0.0,0.0,0.0,0.0,170.0,78.37,0.0,0.0,0.0,0.0,0.0,0.0,191.0,54.77,179.0,25.66,94.0,1.14,122.0,721.59,0.0,0.0,150.0,1580.0,0.0,0.0,0.0,0.0,153.0,35.52,150.0,52.6,151.0,72.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,165.0,0.38
P102,190.0,34.64,0.0,0.0,0.0,0.0,0.0,0.0,124.0,91.85,0.0,0.0,147.0,2070.0,0.0,0.0,169.0,0.33,143.0,2.61,140.0,7.04,0.0,0.0,131.0,3990.0,0.0,0.0,0.0,190.0,45.0,0.0,0.0,0.0,190.0,45.0,0.0,0.0,168.0,15.86,0.0,0.0,0.0,128.0,20.34,0.0,0.0,159.0,187.0,170.0,16.44,0.0,0.0,0.0,0.0,119.0,11.29,0.0,0.0,0.0,0.0,0.0,0.0,168.0,11.03,180.0,17.53,132.0,1.63,127.0,461.99,0.0,0.0,125.0,792.0,0.0,0.0,0.0,0.0,127.0,16.3,126.0,33.2,126.0,49.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,95.0,0.09
P104,135.0,29.85,0.0,0.0,0.0,0.0,0.0,0.0,129.0,75.92,119.0,16.4,87.0,1230.0,0.0,0.0,0.0,0.0,135.0,1.65,0.0,0.0,0.0,0.0,86.0,2690.0,0.0,0.0,0.0,129.0,37.81,0.0,0.0,0.0,135.0,36.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,17.13,0.0,0.0,84.0,114.0,149.0,17.33,0.0,0.0,0.0,0.0,119.0,8.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,15.7,82.0,1.02,90.0,325.0,0.0,0.0,82.0,558.16,0.0,0.0,0.0,0.0,87.0,11.58,126.0,34.0,119.0,53.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1,0,0,0,0,71.0,0.06
P106,86.0,19.69,0.0,0.0,0.0,0.0,0.0,0.0,83.0,45.17,87.0,12.24,45.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1770.0,0.0,0.0,0.0,89.0,23.25,0.0,0.0,0.0,86.0,23.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,12.15,0.0,0.0,44.0,76.0,99.0,10.71,0.0,0.0,0.0,0.0,43.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,9.63,40.0,0.65,58.0,232.0,0.0,0.0,51.0,343.28,0.0,0.0,0.0,0.0,57.0,8.67,88.0,21.9,89.0,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1,0,0,0,44.0,0.04
7900XTX,207.0,98.69,0.0,0.0,0.0,0.0,0.0,0.0,219.0,193.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,18.97,203.0,7630.0,0.0,0.0,0.0,239.0,101.1,0.0,0.0,0.0,207.0,98.69,303.0,56.25,0.0,0.0,3.99,289.0,64.63,203.0,66.16,0.0,0.0,138.0,861.0,300.0,58.39,0.0,0.0,289.0,121.74,233.0,97.6,0.0,0.0,0.0,0.0,0.0,0.0,300.0,99.72,293.0,54.73,142.0,5.94,200.0,1580.0,254.0,44.27,0.0,0.0,0.0,0.0,0.0,0.0,231.0,37.89,217.0,88.2,209.0,155.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,210.0,0.35
7900XT,185.0,82.18,0.0,0.0,0.0,0.0,0.0,0.0,194.0,160.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,16.86,190.0,6740.0,0.0,0.0,0.0,180.0,83.17,0.0,0.0,0.0,183.0,82.18,258.0,46.26,0.0,0.0,4.04,257.0,53.24,184.0,55.11,0.0,0.0,123.0,764.0,257.0,48.34,0.0,0.0,257.0,100.57,211.0,86.85,0.0,0.0,0.0,0.0,0.0,0.0,256.0,81.32,211.0,45.9,121.0,5.24,257.0,1550.0,209.0,34.65,257.0,1243.54,0.0,0.0,0.0,0.0,211.0,31.36,201.0,80.2,162.0,144.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,168.0,0.29
7900GRE,135.0,60.46,0.0,0.0,0.0,0.0,0.0,0.0,150.0,124.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,16.15,170.0,5380.0,0.0,0.0,0.0,137.0,61.28,0.0,0.0,0.0,134.0,60.46,202.0,34.6,0.0,0.0,4.31,214.0,38.54,133.0,40.86,0.0,0.0,129.0,744.0,0.0,0.0,0.0,0.0,187.0,72.36,190.0,84.19,0.0,0.0,0.0,0.0,0.0,0.0,199.0,66.39,0.0,0.0,118.0,4.92,123.0,1277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,23.47,178.0,72.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,118.0,0.29
7800XT,151.0,66.17,0.0,0.0,0.0,0.0,0.0,0.0,168.0,129.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,12.2,144.0,4080.0,0.0,0.0,0.0,168.0,66.63,0.0,0.0,0.0,151.0,66.17,219.0,36.19,0.0,0.0,2.61,203.0,41.05,144.0,44.0,0.0,0.0,100.0,543.0,223.0,36.15,0.0,0.0,211.0,77.32,174.0,61.6,0.0,0.0,0.0,0.0,0.0,0.0,235.0,67.44,223.0,34.5,99.0,3.6,112.0,924.0,166.0,24.05,0.0,0.0,0.0,0.0,0.0,0.0,171.0,26.56,161.0,53.6,162.0,90.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,155.0,0.21
7700XT,107.0,46.87,0.0,0.0,0.0,0.0,0.0,0.0,121.0,91.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,11.0,114.0,3500.0,0.0,0.0,0.0,121.0,47.21,0.0,0.0,0.0,107.0,46.87,158.0,25.86,0.0,0.0,2.74,163.0,30.47,102.0,31.66,0.0,0.0,91.0,502.0,160.0,26.33,0.0,0.0,149.0,53.5,145.0,56.33,0.0,0.0,0.0,0.0,0.0,0.0,162.0,50.59,172.0,26.61,89.0,3.29,96.0,850.0,140.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,123.0,18.72,136.0,49.2,137.0,85.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,111.0,0.19
7600,67.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,45.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,6.24,81.0,2640.0,0.0,0.0,0.0,81.0,32.02,0.0,0.0,0.0,67.0,32.0,99.0,17.09,103.0,17.08,1.3,100.0,18.43,62.0,12.49,0.0,0.0,59.0,282.0,101.0,17.86,0.0,0.0,91.0,34.52,83.0,33.71,0.0,0.0,0.0,0.0,0.0,0.0,107.0,33.08,83.0,12.13,65.0,1.94,67.0,503.0,86.0,12.07,0.0,0.0,0.0,0.0,0.0,0.0,75.0,12.46,74.0,23.8,73.0,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,87.0,0.11
6950XT,125.0,53.55,0.0,0.0,0.0,0.0,0.0,0.0,139.0,107.6,110.0,33.0,0.0,0.0,0.0,0.0,148.0,0.98,0.0,0.0,0.0,0.0,149.0,12.35,112.0,4540.0,0.0,0.0,0.0,136.0,53.86,0.0,0.0,0.0,136.0,53.86,200.0,32.12,211.0,35.51,3.66,194.0,35.51,125.0,36.35,121.0,1690.0,105.0,548.0,199.0,36.85,0.0,0.0,195.0,79.2,137.0,75.07,0.0,0.0,0.0,0.0,0.0,0.0,210.0,70.13,209.0,36.67,108.0,4.81,113.0,1210.0,145.0,27.48,113.0,811.0,0.0,0.0,0.0,0.0,146.0,21.76,135.0,71.6,141.0,90.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,123.0,0.22
6900XT,129.0,61.79,0.0,0.0,0.0,0.0,0.0,0.0,135.0,123.43,140.0,33.3,127.0,3640.0,0.0,0.0,131.0,0.96,199.0,3.8,95.0,5.93,135.0,12.19,133.0,4790.0,0.0,0.0,0.0,141.0,62.5,0.0,0.0,0.0,140.0,61.7,187.0,29.02,190.0,34.17,3.6,210.0,40.47,124.0,41.19,109.0,1830.0,112.0,496.0,162.0,33.56,0.0,0.0,197.0,72.81,147.0,77.77,0.0,0.0,0.0,0.0,0.0,0.0,209.0,65.77,163.0,30.4,115.0,4.78,123.0,1210.0,158.0,28.88,123.0,962.0,0.0,0.0,0.0,0.0,143.0,23.46,141.0,67.09,151.0,94.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,125.0,0.24
6800XT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,3600.0,0.0,0.0,134.0,0.91,186.0,3.53,0.0,0.0,129.0,10.58,104.0,4620.0,0.0,0.0,0.0,107.0,61.7,0.0,0.0,0.0,109.0,61.7,145.0,27.91,174.0,34.13,3.18,181.0,40.27,104.0,41.19,100.0,1753.0,103.0,429.0,136.0,35.32,0.0,0.0,171.0,72.34,151.0,75.5,0.0,0.0,0.0,0.0,0.0,0.0,190.0,65.52,127.0,27.73,96.0,4.26,118.0,1090.0,145.0,26.14,108.0,944.0,0.0,0.0,0.0,0.0,121.0,23.04,118.0,61.3,133.0,93.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,110.0,0.22
6800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,119.02,100.0,32.58,129.0,3140.0,0.0,0.0,126.0,0.79,173.0,2.9,0.0,0.0,125.0,9.23,115.0,4590.0,0.0,0.0,0.0,112.0,60.08,0.0,0.0,0.0,108.0,61.01,137.0,24.65,165.0,28.6,2.61,172.0,37.45,106.0,38.7,104.0,1616.0,92.0,371.0,139.0,31.96,0.0,0.0,165.0,62.58,142.0,62.28,0.0,0.0,0.0,0.0,0.0,0.0,182.0,58.26,135.0,23.28,95.0,3.65,104.0,919.0,134.0,22.95,105.0,920.0,0.0,0.0,0.0,0.0,127.0,23.04,130.0,53.9,114.0,68.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,117.0,0.18
6750XT,85.0,40.28,0.0,0.0,0.0,0.0,0.0,0.0,91.0,79.25,0.0,0.0,82.0,2530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,6.32,97.0,3440.0,0.0,0.0,0.0,73.0,40.11,0.0,0.0,0.0,73.0,40.11,113.0,17.45,128.0,21.22,1.75,119.0,26.1,85.0,26.97,79.0,1169.0,53.0,254.0,0.0,0.0,0.0,0.0,118.0,47.12,95.0,40.68,0.0,0.0,0.0,0.0,0.0,0.0,127.0,41.85,122.0,20.17,54.0,2.43,59.0,606.0,84.0,14.19,0.0,0.0,0.0,0.0,0.0,0.0,101.0,16.43,83.0,35.4,79.0,49.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,72.0,0.11
6700XT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,22.1,74.0,2490.0,0.0,0.0,73.0,0.45,125.0,2.27,0.0,0.0,67.0,5.02,82.0,3470.0,0.0,0.0,0.0,98.0,45.59,0.0,0.0,0.0,98.0,45.59,107.0,15.95,122.0,20.09,1.6,125.0,29.8,88.0,30.26,81.0,1270.0,55.0,249.0,109.0,23.48,0.0,0.0,124.0,50.39,80.0,38.69,0.0,0.0,0.0,0.0,0.0,0.0,127.0,39.72,88.0,14.98,49.0,2.31,53.0,574.0,81.0,14.85,87.0,700.0,0.0,0.0,0.0,0.0,102.0,17.71,74.0,32.0,98.0,57.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,69.0,0.12
6650XT,47.0,27.38,0.0,0.0,0.0,0.0,0.0,0.0,53.0,51.8,52.0,14.8,0.0,0.0,0.0,0.0,52.0,0.4,0.0,0.0,0.0,0.0,52.0,4.65,56.0,2460.0,0.0,0.0,0.0,46.0,27.37,0.0,0.0,0.0,46.0,27.37,72.0,13.65,71.0,13.76,1.39,73.0,17.78,48.0,18.29,46.0,822.0,40.0,209.0,75.0,17.27,0.0,0.0,77.0,35.66,53.0,28.26,0.0,0.0,0.0,0.0,0.0,0.0,84.0,32.67,75.0,13.78,41.0,1.93,44.0,483.0,57.0,10.71,35.0,345.8,0.0,0.0,0.0,0.0,55.0,11.43,62.0,29.0,65.0,37.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,51.0,0.09
6600XT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,62.22,53.0,15.6,64.0,1850.0,0.0,0.0,57.0,0.35,89.0,1.6,0.0,0.0,53.0,4.18,52.0,2520.0,0.0,0.0,0.0,68.0,31.26,0.0,0.0,0.0,76.0,31.46,76.0,13.36,79.0,13.28,1.36,75.0,19.56,44.0,19.99,46.0,721.0,46.0,210.0,67.0,17.4,0.0,0.0,75.0,31.56,64.0,31.2,0.0,0.0,0.0,0.0,0.0,0.0,87.0,31.39,62.0,12.23,50.0,1.91,52.0,477.0,66.0,11.56,44.0,473.0,0.0,0.0,0.0,0.0,60.0,11.95,59.0,31.4,63.0,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,51.0,0.1
6600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,56.37,56.0,15.6,56.0,1790.0,0.0,0.0,59.0,0.32,89.0,1.47,0.0,0.0,52.0,4.55,46.0,2270.0,0.0,0.0,0.0,69.0,28.37,0.0,0.0,0.0,69.0,28.37,65.0,12.49,72.0,12.15,1.2,74.0,18.78,44.0,19.05,44.0,752.0,41.0,169.0,63.0,14.73,0.0,0.0,75.0,28.28,59.0,29.07,0.0,0.0,0.0,0.0,0.0,0.0,85.0,28.36,55.0,10.79,38.0,1.7,40.0,425.0,57.0,10.37,41.0,439.0,0.0,0.0,0.0,0.0,64.0,11.5,59.0,26.8,65.0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,49.0,0.09
6500XT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.01,35.0,1180.0,0.0,0.0,0.0,26.0,13.32,0.0,0.0,0.0,0.0,0.0,41.0,6.83,41.0,7.74,0.0,0.0,0.0,0.0,0.0,24.0,362.0,29.0,113.0,48.0,8.92,0.0,0.0,42.0,16.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,7.79,27.0,0.99,26.0,250.0,32.0,5.64,20.0,190.0,0.0,0.0,0.0,0.0,30.0,5.12,25.0,8.2,23.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,30.0,0.05
6400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,28.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,7.51,0.0,0.0,0.0,0.0,21.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.0,0.0
590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,55.76,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,73.0,1430.0,0.0,0.0,0.0,90.0,27.38,0.0,0.0,0.0,90.0,27.45,0.0,0.0,121.0,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,10.94,0.0,0.0,0.0,0.0,87.0,17.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,11.24,79.0,0.67,78.0,252.63,0.0,0.0,88.0,431.6,0.0,0.0,0.0,0.0,108.0,10.24,80.0,16.0,76.0,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.0,0.0
580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,57.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,1.13,0.0,0.0,0.0,0.0,77.0,1380.0,0.0,0.0,0.0,130.0,30.25,0.0,0.0,0.0,130.0,30.25,0.0,0.0,112.0,11.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,13.98,0.0,0.0,0.0,0.0,81.0,16.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,11.06,73.0,0.66,84.0,264.72,0.0,0.0,61.0,361.53,0.0,0.0,0.0,0.0,102.0,9.09,79.0,15.8,82.0,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.0,0.0
